データ日付,終値,始値,高値,安値
2019/1/11,20359.7,20296.45,20389.89,20294.74
2019/1/15,20555.29,20264.82,20571.28,20204.43
2019/1/16,20442.75,20575.72,20580.25,20323.32
2019/1/17,20402.27,20544.23,20571.75,20342.46
2019/1/18,20666.07,20472.81,20682.12,20454.13
2019/1/21,20719.33,20848.38,20892.68,20678.26
2019/1/22,20622.91,20770.06,20805.93,20558.3
2019/1/23,20593.72,20453.44,20686.29,20438.22
2019/1/24,20574.63,20506.24,20620.72,20467.59
2019/1/25,20773.56,20598.64,20844.31,20598.64
2019/1/28,20649,20746.29,20759.48,20624.55
2019/1/29,20664.64,20555.44,20673.66,20406.22
2019/1/30,20556.54,20701.62,20706.27,20527.53
2019/1/31,20773.49,20832.91,20869.42,20682.91
2019/2/1,20788.39,20797.03,20929.63,20741.98
2019/2/4,20883.77,20831.9,20922.58,20823.68
2019/2/5,20844.45,20960.47,20981.23,20823.18
2019/2/6,20874.06,20928.87,20971.66,20860.99
2019/2/7,20751.28,20812.22,20844.77,20665.51
2019/2/8,20333.17,20510.5,20562.39,20315.31
2019/2/12,20864.21,20442.55,20885.88,20428.57
2019/2/13,21144.48,21029.93,21213.74,20992.88
2019/2/14,21139.71,21147.89,21235.62,21102.16
2019/2/15,20900.63,21051.51,21051.51,20853.33
2019/2/18,21281.85,21217.32,21306.36,21189.97
2019/2/19,21302.65,21256.58,21344.17,21217.16
2019/2/20,21431.49,21346.04,21494.85,21315.39
2019/2/21,21464.23,21422.31,21553.35,21318.74
2019/2/22,21425.51,21376.36,21451.23,21348.67
2019/2/25,21528.23,21567.66,21590.03,21505.07
2019/2/26,21449.39,21556.02,21610.88,21405.84
2019/2/27,21556.51,21504.61,21578.81,21492.65
2019/2/28,21385.16,21536.55,21536.55,21364.09
2019/3/1,21602.69,21490.02,21641.58,21490.02
2019/3/4,21822.04,21812.81,21860.39,21740.92
2019/3/5,21726.28,21712.8,21798.38,21659.04
2019/3/6,21596.81,21659.03,21684.6,21550.45
2019/3/7,21456.01,21456.88,21472.16,21402.12
2019/3/8,21025.56,21339.17,21359.32,20993.07
2019/3/11,21125.09,21062.75,21145.94,20938
2019/3/12,21503.69,21361.61,21568.48,21348.81
2019/3/13,21290.24,21425.77,21474.17,21198.99
2019/3/14,21287.02,21474.58,21522.75,21287.02
2019/3/15,21450.85,21376.73,21521.68,21374.85
2019/3/18,21584.5,21576.36,21612.67,21500.32
2019/3/19,21566.85,21558.43,21585.55,21425.79
2019/3/20,21608.92,21548.65,21614.17,21499.16
2019/3/22,21627.34,21713.26,21713.26,21542.03
2019/3/25,20977.11,21267.41,21275.43,20911.57
2019/3/26,21428.39,21174.34,21460.99,21174.34
2019/3/27,21378.73,21353.61,21388.59,21242.52
2019/3/28,21033.76,21191.32,21191.32,20974.19
2019/3/29,21205.81,21228.51,21267.25,21149.42
2019/4/1,21509.03,21500.89,21682.94,21471.12
2019/4/2,21505.31,21744.64,21744.64,21490.56
2019/4/3,21713.21,21563.64,21722.72,21489.95
2019/4/4,21724.95,21724.69,21787.6,21662.9
2019/4/5,21807.5,21743.14,21839.18,21731.34
2019/4/8,21761.65,21900.55,21900.55,21740.53
2019/4/9,21802.59,21750.29,21811.88,21698.42
2019/4/10,21687.57,21579.68,21687.57,21571.67
2019/4/11,21711.38,21662.65,21721.42,21627.87
2019/4/12,21870.56,21782.35,21878.78,21698.71
2019/4/15,22169.11,22122.97,22211.03,22102.93
2019/4/16,22221.66,22108.15,22261.33,22095.32
2019/4/17,22277.97,22236.41,22345.19,22185.87
2019/4/18,22090.12,22274.13,22305.63,22058.39
2019/4/19,22200.56,22238.07,22250.37,22162.23
2019/4/22,22217.9,22188.62,22280.19,22099.38
2019/4/23,22259.74,22241.74,22268.37,22119.94
2019/4/24,22200,22356.83,22362.92,22125.48
2019/4/25,22307.58,22183.32,22334.69,22155.23
2019/4/26,22258.73,22167.48,22270.29,22073.1
2019/5/7,21923.72,22184.4,22190.49,21875.11
2019/5/8,21602.59,21628.04,21639.12,21514.85
2019/5/9,21402.13,21492.91,21559.76,21315.07
2019/5/10,21344.92,21431.81,21584.09,21175.33
2019/5/13,21191.28,21180.74,21277.66,21127.93
2019/5/14,21067.23,20870.77,21077.48,20751.45
2019/5/15,21188.56,21112.85,21191.53,20968.08
2019/5/16,21062.98,21153.2,21153.2,20951.67
2019/5/17,21250.09,21246.86,21398.85,21199.98
2019/5/20,21301.73,21305.97,21430.06,21282.65
2019/5/21,21272.45,21211.26,21318.8,21160.43
2019/5/22,21283.37,21373.52,21404.54,21266.98
2019/5/23,21151.14,21180.24,21209.56,21072.72
2019/5/24,21117.22,20980.79,21117.22,20922
2019/5/27,21182.58,21148.46,21232.38,21113.76
2019/5/28,21260.14,21187.17,21297.7,21177.27
2019/5/29,21003.37,21055.42,21071.73,20884.61
2019/5/30,20942.53,20881.5,20942.53,20809.29
2019/5/31,20601.19,20785.21,20823.1,20581.58
2019/6/3,20410.88,20327.87,20438.03,20305.74
2019/6/4,20408.54,20435.86,20464.57,20289.64
2019/6/5,20776.1,20667.89,20800.64,20646.15
2019/6/6,20774.04,20745.84,20842.28,20745.84
2019/6/7,20884.71,20859.78,20907.77,20816.58
2019/6/10,21134.42,21095.4,21166.12,21077.95
2019/6/11,21204.28,21099.54,21227.18,21066.62
2019/6/12,21129.72,21130.39,21259.7,21118.75
2019/6/13,21032,21040.91,21111.23,20932.13
2019/6/14,21116.89,21049.41,21119.73,20971.18
2019/6/17,21124,21094.96,21185.25,21044.62
2019/6/18,20972.71,21111.77,21153.65,20924.19
2019/6/19,21333.87,21223.17,21358.72,21213.43
2019/6/20,21462.86,21417.74,21491.39,21377.27
2019/6/21,21258.64,21487.67,21497.82,21221.7
2019/6/24,21285.99,21223.56,21317.86,21185.67
2019/6/25,21193.81,21238.07,21313.77,21114.47
2019/6/26,21086.59,21067.68,21129.64,21035.84
2019/6/27,21338.17,21156.88,21338.17,21123.97
2019/6/28,21275.92,21282.22,21324.93,21199.85
2019/7/1,21729.97,21566.27,21758.34,21559.17
2019/7/2,21754.27,21699.43,21784.22,21697.31
2019/7/3,21638.16,21684.07,21708.72,21566.65
2019/7/4,21702.45,21740.93,21755.63,21672.5
2019/7/5,21746.38,21703.61,21746.38,21647.73
2019/7/8,21534.35,21665.79,21672.65,21499.57
2019/7/9,21565.15,21598.15,21687.29,21508.22
2019/7/10,21533.48,21499.46,21601.86,21488.22
2019/7/11,21643.53,21547.19,21649.93,21532.57
